0,1,2
30,992448,4
31,012160#,220#
31,036780#,320#
32,039720#,540#
32,020010,40
31,999110,4
31,988084,8
31,974151.5,0.3
31,973907.64,0.04
31,972071.1735,0.0014
31,985684.6,0.6
31,997637.8,1.9
32,023610#,430#
33,049520#,640#
33,025530,480
33,005327.9,2.9
32,990878,8
32,977977.0,0.8
32,971725.7,1.2
32,971458.9086,0.0014
32,977452.0,0.4
32,989925.5,0.4
33,008100#,220#
33,033310#,430#
34,056730#,550#
34,034010,640
34,008935,7
33,996781.9,2.3
33,978538.0,0.9
33,973645.9,0.9
33,967867.01,0.05
33,973762.49,0.05
33,980270.09,0.08
33,998690#,210#
34,015990#,320#
35,040610#,720#
35,016790,290
34,999760,8
34,984550,40
34,973314.0,2.0
34,969032.32,0.04
34,968852.69,0.04
34,975257.7,0.7
34,988005.4,0.6
35,005570#,220#
35,029090#,430#
36,049280#,740#
36,021880,740
36,006390,160
35,986650,80
35,978260,14
35,967080.69,0.20
35,968306.82,0.04
35,967545.106,0.029
35,981301.9,0.3
35,993070,40
36,017340#,320#
37,057040#,740#
37,030290,750
37,010530,190
36,992950,120
36,979610,40
36,971125.50,0.21
36,965902.57,0.06
36,966776.30,0.22
36,973375.89,0.10
36,985897.8,0.7
37,004060#,320#
37,027020#,430#
38,066460#,770#
38,036580#,540#
38,017680#,160#
37,995520,110
37,984300,80
37,971163,8
37,968010.41,0.11
37,962732.10,0.21
37,969081.11,0.21
37,976319.22,0.21
37,995440#,220#
38,012210#,320#
39,075120#,800#
39,045920#,550#
39,023070#,320#
39,002490,150
38,986290,120
38,975130,50
38,968008.2,1.9
38,964313,5
38,963706.485,0.005
38,970710.8,0.6
38,984785,26
39,002680#,220#
39,024230#,430#
40,053190#,540#
40,030940#,320#
40,006080,130
39,991260,90
39,975483,4
39,970420,30
39,962383.1220,0.0023
39,963998.17,0.06
39,962590.851,0.022
39,977967,3
39,990350,70
40,013390#,320#
41,062370#,540#
41,037130#,430#
41,014170#,320#
40,994650,130
40,979593,4
40,970680,70
40,964500.6,0.4
40,961825.256,0.004
40,962277.91,0.15
40,969251.16,0.08
40,983150,30
41,000330#,220#
41,021910#,430#
42,045080#,540#
42,018080#,320#
42,001170,100
41,981065,3
41,973340,60
41,963046,6
41,962402.31,0.11
41,958617.78,0.16
41,965516.69,0.17
41,973049.37,0.29
41,991820#,210#
42,007580#,320#
43,051820#,640#
43,026120#,430#
43,005410#,320#
42,986908,5
42,974060,70
42,965636,6
42,960734.7,0.4
42,958766.38,0.24
42,961150.4,2.0
42,968528,6
42,980770,50
42,997890#,220#
43,018650#,430#
44,031470#,540#
44,011930#,430#
43,990119,6
43,978010,90
43,964923.8,1.7
43,961587.0,0.5
43,955481.5,0.3
43,959402.8,1.9
43,959689.9,0.8
43,974441,8
43,985590,60
44,008010#,320#
45,039820#,640#
45,017130#,540#
44,996410#,320#
44,980390,150
44,968039.7,0.6
44,960691.5,0.6
44,956186.3,0.4
44,955907.1,0.7
44,958120.8,0.9
44,965768.5,0.9
44,979050,40
44,994650#,320#
45,015470#,300#
46,024520#,540#
46,000690#,430#
45,985250,100
45,968039.2,2.5
45,961981.6,0.8
45,953687.7,2.4
45,955167.0,0.7
45,952626.36,0.10
45,960197.39,0.14
45,968361,12
45,986670,90
46,001300#,320#
47,030930#,640#
47,007730#,430#
46,989720#,220#
46,972767.1,1.3
46,961661.6,1.5
46,954541.1,2.4
46,952402.4,2.1
46,951757.49,0.09
46,954903.56,0.12
46,962895,6
46,975770,30
46,992350#,540#
47,011400#,640#
48,013300#,540#
47,995410#,540#
47,976001,18
47,965341.2,0.8
47,952522.654,0.019
47,952223,5
47,947940.68,0.08
47,952250.9,1.0
47,954029,8
47,968549,7
47,980670,100
48,001860#,540#
48,019520#,460#
49,021890#,630#
49,000790#,430#
48,981690#,430#
48,968210.8,0.9
48,955662.63,0.19
48,950013.2,2.4
48,947864.39,0.08
48,948510.5,0.9
48,951333.7,2.4
48,959613.4,2.4
48,973429,26
48,989500#,540#
49,009160#,640#
50,008270#,430#
49,985800#,540#
49,972380,8
49,957499.2,1.7
49,952187.4,2.7
49,944785.62,0.09
49,947156.68,0.10
49,946042.21,0.10
49,954238.16,0.12
49,962988,9
49,981120,140
49,996290#,540#
51,015340#,750#
50,993030#,430#
50,975829,14
50,960995.7,0.6
50,953568.8,2.7
50,946609.5,0.5
50,943957.66,0.10
50,944765.39,0.18
50,948208.8,0.3
50,956855.1,1.5
50,970650,50
50,987490#,540#
52,024000#,750#
51,998520#,640#
51,981600,40
51,963213.6,0.7
51,956496,3
51,946883.5,2.9
51,944773.64,0.17
51,940504.71,0.12
51,945559.09,0.14
51,948113.36,0.19
51,963130,6
51,975780,90
51,997980#,640#
53,007290#,750#
52,986800,120
52,968450,50
52,958379,19
52,949671,3
52,944335,3
52,940646.30,0.12
52,941287.5,0.4
52,945305.6,1.8
52,954203.3,1.9
52,968190,27
52,985890#,540#
54,013480#,860#
53,994470#,430#
53,972990,50
53,963029,15
53,950892,17
53,946432,12
53,938877.36,0.14
53,940355.8,1.1
53,939608.2,0.4
53,948459.1,0.4
53,957833,5
53,977200#,430#
53,993880#,230#
55,000510#,540#
54,979980,170
54,966890,70
54,955090,30
54,947262,29
54,940836.64,0.25
54,938043.04,0.28
54,938291.2,0.3
54,941996.4,0.4
54,951329.8,0.8
54,966040,170
54,984680#,430#
56,008570#,640#
55,985500,270
55,972610,280
55,957680,110
55,950420,190
55,940649.0,0.6
55,938902.8,0.3
55,934935.54,0.29
55,939838.0,0.5
55,942127.8,0.4
55,958529,7
55,972740#,430#
55,995880#,540#
57,015170#,640#
56,992960#,430#
56,977050,190
56,963070,220
56,952300,90
56,943612.1,2.0
56,938285.9,1.6
56,935391.95,0.29
56,936289.8,0.6
56,939791.4,0.6
56,949211.7,0.5
56,965060#,220#
56,983460#,430#
58,023540#,750#
57,998360#,540#
57,983380,200
57,966810,200
57,956600,100
57,944185,3
57,940066.6,2.9
57,933273.6,0.3
57,935751.3,1.2
57,935341.7,0.4
57,944532.3,0.6
57,954590,50
57,974730#,320#
57,991860#,540#
59,030860#,860#
59,006240#,640#
58,988370,270
58,972220#,320#
58,959620,150
58,948345.4,0.7
58,940391.1,2.5
58,934873.5,0.4
58,933193.5,0.4
58,934345.4,0.4
58,939496.7,0.6
58,949311.9,0.8
58,963760#,180#
58,982430#,430#
60,011810#,750#
59,995120#,540#
59,976280,260
59,964480,200
59,949641.7,1.2
59,943136.6,2.5
59,934070,4
59,933815.5,0.4
59,930785.1,0.4
59,937363.8,1.7
59,941841.3,0.6
59,957500#,220#
59,970450#,320#
59,993950#,430#
61,020410#,860#
61,000540#,640#
60,982430#,320#
60,967600,250
60,954378.1,2.0
60,944452.5,2.5
60,936746.2,2.8
60,932476.0,0.9
60,931054.8,0.4
60,933457.4,1.0
60,939507,17
60,949400,40
60,963730#,320#
60,981540#,320#
62,007850#,640#
61,986900#,430#
61,972930,280
61,956143,4
61,947907,7
61,936792,3
61,934058,20
61,928344.8,0.5
61,932594.8,0.7
61,934333.4,0.7
61,944189.6,0.7
61,954760#,150#
61,973780#,320#
63,014030#,750#
62,993710#,540#
62,976660,370
62,961160,80
62,949665,4
62,940273,5
62,933600,20
62,929669.0,0.5
62,929597.1,0.5
62,933211.1,1.7
62,939294.2,1.4
62,949630,40
62,964040#,220#
62,981910#,540#
63,998410#,640#
63,982480#,430#
63,963890,320
63,953849,4
63,940988,5
63,935810,21
63,927966.2,0.5
63,929764.0,0.5
63,929141.8,0.7
63,936840.4,1.5
63,941690,4
63,957560#,220#
63,971170#,540#
65,005590#,750#
64,987000#,540#
64,969610#,220#
64,956020,4
64,945015,5
64,936462.1,2.2
64,930084.6,0.5
64,927789.5,0.7
64,929240.5,0.7
64,932734.4,0.8
64,939368.1,2.3
64,949610,90
64,964550#,320#
64,982300#,540#
65,993240#,540#
65,973010#,320#
65,960547,12
65,946250,4
65,939443,15
65,929139.3,1.5
65,928868.8,0.7
65,926033.6,0.8
65,931589.8,1.2
65,933862.1,2.6
65,944149,6
65,955280#,220#
65,974700#,430#
66,998130#,640#
66,979310#,430#
66,963950#,220#
66,950930,4
66,940610,7
66,931569,3
66,927729.5,1.0
66,927127.4,0.8
66,928202.3,1.3
66,932717,5
66,939251.1,0.5
66,949990,70
66,965080#,320#
66,983310#,460#
67,983160#,540#
67,968950#,320#
67,952880#,210#
67,944559,4
67,931869,3
67,929610.9,1.7
67,924844.2,0.8
67,927980.2,1.5
67,928095.3,2.0
67,936774.1,2.0
67,941825.2,0.5
67,958360#,280#
67,972490#,540#
68,989660#,540#
68,972780#,430#
68,957920#,220#
68,945910,90
68,935610,4
68,929429.3,1.5
68,926550.4,0.9
68,925573.5,1.3
68,927964.5,1.4
68,932250,30
68,939414.8,1.6
68,950340,50
68,965500#,320#
69,993950#,640#
69,978050#,540#
69,960400#,320#
69,950053,12
69,936431.3,2.3
69,932392.1,1.2
69,925319.2,2.1
69,926021.9,1.3
69,924248.5,0.9
69,930934.6,1.5
69,933515.5,1.7
69,944792,16
69,955880#,220#
70,982160#,540#
70,965720#,430#
70,952370,500
70,940519.0,2.4
70,932676.8,1.6
70,927719.6,2.8
70,924702.6,0.9
70,924952.1,0.9
70,927114,4
70,932209,3
70,939342,6
70,950270,140
70,965340#,430#
71,988010#,640#
71,968600#,540#
71,956740#,320#
71,941785.9,2.4
71,935820.3,1.5
71,926842.8,2.3
71,926367.5,0.9
71,922075.82,0.08
71,926752,4
71,927140.5,2.1
71,936594.6,1.1
71,942092,9
71,958850#,540#
72,992810#,640#
72,974250#,540#
72,959240#,320#
72,946206.7,2.6
72,936674.4,2.1
72,929582.6,2.0
72,925174.7,1.8
72,923458.95,0.06
72,923829,4
72,926755,8
72,931673,7
72,939289,7
72,950600,40
72,965700#,430#
73,977820#,540#
73,963990#,430#
73,947720#,220#
73,939875,7
73,929407.3,2.7
73,926946,3
73,921177.761,0.013
73,923928.6,1.8
73,922475.934,0.016
73,929910,6
73,933084.0,2.2
73,944266,3
73,956170#,110#
74,984220#,640#
74,967190#,430#
74,952510#,220#
74,941523.8,0.8
74,932840.2,2.1
74,926504.5,0.7
74,922858.37,0.06
74,921594.6,0.9
74,922522.87,0.08
74,925811,5
74,930946,9
74,938573.2,1.3
74,949950,240
74,965840#,320#
75,988630#,640#
75,972450#,540#
75,954710#,320#
75,945269.0,1.0
75,933115.0,1.6
75,928827.6,2.1
75,921402.725,0.019
75,922392.0,1.0
75,919213.703,0.017
75,924542,10
75,925911,4
75,935073.0,1.0
75,941760,40
75,958940#,320#
76,976480#,640#
76,959900#,430#
76,947543.6,1.3
76,936887.2,2.1
76,929154.3,2.6
76,923549.84,0.06
76,920647.6,1.8
76,919914.15,0.07
76,921379,3
76,924670.0,2.1
76,930401.6,1.4
76,937945,9
76,950150#,220#
76,966080#,430#
77,983550#,750#
77,962560#,430#
77,951917,14
77,938289.2,2.1
77,931610.9,1.1
77,922853,4
77,921828,10
77,917309.24,0.19
77,921146,4
77,920366.3,0.3
77,928142,3
77,932180,8
77,943990#,320#
77,956150#,430#
78,969770#,540#
78,954470,110
78,942638.1,2.4
78,932851.6,1.3
78,925360,40
78,920948,6
78,918499.25,0.24
78,918337.6,1.1
78,920083,4
78,923990.1,2.1
78,929705,8
78,937950,90
78,949790#,320#
78,966020#,540#
79,975050#,640#
79,960620#,320#
79,944552.9,2.8
79,936421,3
79,925350.8,2.2
79,922474,4
79,916521.8,1.0
79,918529.8,1.1
79,916377.9,0.7
79,922516.4,2.0
79,924518,4
79,934355,7
79,941210#,320#
79,958750#,430#
80,982730#,750#
80,965740#,320#
80,950403,5
80,938134,4
80,928832.9,2.2
80,922132.3,2.8
80,917993.0,1.0
80,916288.2,1.0
80,916589.7,1.2
80,918994,5
80,923211,3
80,929454,6
80,938250,100
80,950230#,430#
80,966230#,540#
81,988490#,860#
81,972380#,430#
81,954574,3
81,943176.5,2.6
81,929774.0,2.4
81,924739,4
81,916699.5,0.5
81,916801.8,1.0
81,913481.154,0.006
81,918209,3
81,918400,6
81,926930,6
81,931707.5,1.7
81,944380#,320#
81,956660#,430#
82,978110#,540#
82,961040#,320#
82,947120.3,2.8
82,934539.1,2.6
82,925207,3
82,919119,3
82,915175,4
82,914126.517,0.010
82,915114.2,2.5
82,917554,7
82,922484,20
82,929241,7
82,938150,170
82,950250#,430#
82,966380#,540#
83,985270#,540#
83,965830#,430#
83,952660,30
83,937575,3
83,929303,3
83,918466.8,2.1
83,916496,28
83,911497.727,0.004
83,914375.2,2.4
83,913419.1,1.3
83,920671,5
83,923326,6
83,934305.7,0.4
83,941850#,320#
83,959530#,430#
84,973050#,540#
84,957330,40
84,942970,4
84,932164,3
84,922260.8,2.8
84,915646,3
84,912527.3,2.1
84,911789.736,0.005
84,912932,3
84,916433,20
84,921443,7
84,928846,4
84,938261,17
84,950780#,430#
84,967120#,540#
85,978460#,540#
85,963760#,430#
85,946970,470
85,936702,4
85,924311.7,2.7
85,918805,3
85,910610.625,0.004
85,911167.44,0.21
85,909260.725,0.006
85,914886,15
85,916297,4
85,925782,6
85,931174,3
85,944640#,320#
85,957310#,430#
86,969010#,540#
86,953200#,320#
86,940292,3
86,928688.6,2.4
86,920674,3
86,913354.76,0.26
86,909180.529,0.006
86,908877.495,0.006
86,910876.1,1.2
86,914817,4
86,920692,7
86,928196,3
86,938067,5
86,950910#,430#
87,975960#,540#
87,957570#,430#
87,945840#,220#
87,931417,4
87,924083,3
87,914447.9,2.8
87,911315.59,0.17
87,905612.254,0.006
87,909501.3,1.6
87,910221,6
87,918230,60
87,921968,4
87,933794,4
87,941660#,320#
87,960430#,430#
88,964530#,430#
88,950050#,320#
88,936669,4
88,926705,4
88,917835.4,2.3
88,912278,6
88,907450.81,0.10
88,905838.2,0.4
88,908879.8,3.0
88,913445,25
88,919468,4
88,927649,4
88,937338,26
88,950990#,390#
89,969440#,540#
89,956000#,430#
89,940100,350
89,931293,4
89,919527.9,2.0
89,914798,7
89,907727.9,1.6
89,907141.7,0.4
89,904698.76,0.13
89,911259,4
89,913931,4
89,924073.9,1.1
89,930344,4
89,944570#,220#
89,957370#,430#
90,960820#,430#
90,945700,470
90,934399,4
90,923806.3,2.4
90,916537,8
90,910196,6
90,907298.0,2.0
90,905640.21,0.10
90,906990,3
90,911745,7
90,918425.0,2.5
90,926741.5,2.4
90,937120#,320#
90,950440#,450#
91,967390#,540#
91,949840#,430#
91,939632,7
91,926173.1,2.9
91,919728,7
91,911038,4
91,908946,10
91,905035.34,0.10
91,907188.6,1.9
91,906807.15,0.17
91,915270,3
91,920234.4,2.9
91,932368,5
91,941190,370
91,959710#,430#
92,956140#,430#
92,943220,460
92,931147.2,2.7
92,922039,8
92,914024,8
92,909578,11
92,906470.7,0.5
92,906373.2,1.6
92,906808.77,0.19
92,910245.1,1.1
92,917104.4,2.2
92,925912.8,2.8
92,936680,400
92,950190#,430#
93,960490#,540#
93,948850#,220#
93,934140,13
93,926394.8,2.2
93,915355.6,1.8
93,911592,7
93,906312.52,0.18
93,907279.0,1.6
93,905083.59,0.15
93,909652,4
93,911343,3
93,921730,4
93,929036,5
93,943740#,430#
93,956590#,540#
94,967300#,540#
94,952930#,320#
94,939711,20
94,929264,22
94,919358,6
94,912820,7
94,908040.3,0.9
94,906831.1,0.5
94,905837.44,0.13
94,907652,5
94,910404,10
94,915898,4
94,924889,3
94,935690#,430#
94,949480#,610#
95,958980#,320#
95,943014,21
95,934133,4
95,921719,9
95,915909,7
95,908277.62,0.12
95,908101.59,0.16
95,904674.77,0.13
95,907867,6
95,907588.91,0.18
95,914452,11
95,918214,5
95,930740,100
95,940340#,440#
95,959110#,540#
96,963500#,430#
96,949090,140
96,937177.1,2.1
96,926376,4
96,918287,7
96,910963.80,0.13
96,908102,5
96,906016.90,0.18
96,906361,4
96,907545.8,3.0
96,911330,40
96,916472,5
96,923881,13
96,934800,450
96,949130#,430#
97,969890#,430#
97,952640#,320#
97,941632,17
97,928693,3
97,922395,9
97,912740,9
97,910333,5
97,905403.61,0.19
97,907211,4
97,905287,7
97,910708,13
97,912698,5
97,921560,40
97,927390,60
97,942130#,330#
98,958780#,430#
98,945119,4
98,932884,5
98,924161,7
98,916675,11
98,911609,13
98,907707.30,0.25
98,906249.7,1.0
98,905930.3,0.4
98,908121,21
98,911773,5
98,917646,7
98,924925.8,1.7
98,934110#,320#
98,948500#,630#
99,963000#,430#
99,950332,14
99,935783,7
99,927728,12
99,918010,9
99,914341,9
99,907468.0,0.3
99,907652.7,1.5
99,904210.5,0.4
99,908114,19
99,908520,19
99,916115,5
99,920348.8,1.8
99,931101.9,2.4
99,938650,260
100,969320#,540#
100,954302,22
100,940606,9
100,930161,8
100,921458,9
100,915307,4
100,910337.6,0.3
100,907305,26
100,905573.1,0.4
100,906159,6
100,908285,5
100,912684,5
100,918586.2,1.6
100,926414,13
100,935260,320
101,960010,90
101,944000,70
101,934328,4
101,923154,9
101,918090.4,2.7
101,910294,9
101,909207,10
101,904340.3,0.4
101,906834,7
101,905632.3,0.4
101,911705,9
101,914481.8,1.8
101,924106,5
101,930290,110
101,945140#,430#
102,964400#,430#
102,949240#,220#
102,937244,12
102,927204,10
102,919453,4
102,913092,10
102,909174,11
102,906314.8,0.5
102,905494.1,2.5
102,906111.1,0.9
102,908961,4
102,913416.9,1.9
102,919879,10
102,927970#,110#
102,939160#,320#
103,970530#,540#
103,953020#,320#
103,941940#,220#
103,929449,10
103,922907.7,1.9
103,913747,10
103,911434,27
103,905425.3,2.7
103,906645.3,2.5
103,904030.4,1.4
103,908624,5
103,909856.2,1.8
103,918215,6
103,923105,6
103,936340#,110#
103,946720,340
104,959000#,540#
104,945710#,430#
104,934022,13
104,924943,4
104,916982,10
104,911660,40
104,907745.5,2.7
104,905687.8,2.7
104,905079.5,1.2
104,906526,5
104,909463.9,1.5
104,914502,11
104,921268,4
104,931277,23
104,943300,320
105,963180#,640#
105,950840#,540#
105,936930#,220#
105,928928.5,1.5
105,918273,10
105,914357,13
105,907328,6
105,907286,6
105,903480.3,1.2
105,906663,3
105,906459.8,1.2
105,913464,13
105,916957,5
105,928638,8
105,937500,110
105,953520#,430#
106,969670#,750#
106,954940#,540#
106,942010#,320#
106,931590,9
106,922120,10
106,915458,9
106,909970,9
106,906748,13
106,905128.1,1.3
106,905091.5,2.6
106,906612.0,1.8
106,910287,10
106,915714,6
106,924151,4
106,934880#,110#
106,946940#,320#
107,960520#,640#
107,945300#,430#
107,936076,9
107,924048,10
107,918493,9
107,910186,9
107,908715,15
107,903891.8,1.2
107,905950.2,2.6
107,904183.6,1.2
107,909694,9
107,911894,6
107,922227,6
107,929380,6
107,943350#,110#
107,954230,410
108,965130#,750#
108,950910#,540#
108,939140,460
108,928438,12
108,920254,10
108,913324,10
108,908750,4
108,905950.6,1.2
108,904755.8,1.4
108,904986.7,1.6
108,907150,4
108,911293,9
108,918141,6
108,927305,5
108,938086,7
108,950430,320
109,954680#,540#
109,943840,900
109,930718,26
109,923741,10
109,914039,10
109,911080,19
109,905172.9,0.7
109,906110.7,1.4
109,903007.5,0.4
109,907171,12
109,907845,15
109,916854,6
109,922458,7
109,935090,70
109,944260,110
110,960840#,640#
110,947440#,320#
110,935652,14
110,925899,11
110,917568,10
110,911643,7
110,907690.4,0.8
110,905296.8,1.6
110,904183.8,0.4
110,905107,4
110,907741,6
110,913218,10
110,921001,7
110,930269,5
110,941470#,120#
110,953950#,220#
111,965200#,750#
111,952690#,320#
111,938290#,220#
111,929942,6
111,918807,10
111,914410,50
111,907331,7
111,907048.5,2.6
111,902763.90,0.27
111,905539,5
111,904824.9,0.3
111,912400,19
111,916728,9
111,928005,11
111,935559,9
111,950170#,120#
112,971720#,320#
112,956830#,430#
112,943480#,320#
112,932569,4
112,922850,40
112,915440,8
112,910262,7
112,906573,18
112,904408.11,0.26
112,904060.45,0.20
112,905175.9,1.7
112,909375,18
112,915890,30
112,923650,9
112,933222,7
112,944428,9
112,957370#,320#
113,962470#,540#
113,946670#,320#
113,937090,470
113,924614,4
113,918720,80
113,910369,7
113,908823,5
113,903365.00,0.30
113,904916.4,0.3
113,902780.13,0.03
113,909289,21
113,912088,26
113,922019,22
113,927980,12
113,941290,90
113,950720,110
114,966850#,540#
114,952170#,430#
114,940100#,210#
114,929033,27
114,920312,8
114,913659,15
114,908767,20
114,905437.4,0.7
114,903878.773,0.012
114,903344.696,0.016
114,906598,17
114,911900,30
114,918050,30
114,926294,13
114,935910#,110#
114,947480#,220#
115,972910#,320#
115,955760#,540#
115,945020#,320#
115,931219,4
115,924060,80
115,914298,8
115,911387,4
115,904763.23,0.17
115,905259.99,0.24
115,901742.83,0.10
115,906793,6
115,908466,26
115,916890,80
115,921581,14
115,933400#,110#
115,941620#,220#
115,957010#,350#
116,961690#,540#
116,948320#,430#
116,936140,470
116,926036,10
116,917956,8
116,911774,15
116,907226.0,1.1
116,904516,5
116,902954.0,0.5
116,904842,9
116,908646,14
116,913646,27
116,920359,11
116,928620,70
116,938320,270
116,950330#,220#
117,965250#,540#
117,953530#,430#
117,938810#,220#
117,930341,26
117,919067.3,2.7
117,914595.5,2.7
117,906922,21
117,906357,8
117,901606.6,0.5
117,905532,3
117,905860,20
117,913074,21
117,916179,11
117,926560,14
117,933230#,220#
117,946730#,320#
118,971470#,320#
118,956880#,540#
118,944090#,320#
118,932557,10
118,923341,9
118,915570,16
118,909850,40
118,905852,8
118,903311.3,0.8
118,903944,8
118,906406,8
118,910061,23
118,915411,11
118,922377,15
118,930660,210
118,940930#,320#
118,952960#,540#
119,962430#,540#
119,946620#,430#
119,937070#,220#
119,924551.7,2.5
119,918785,5
119,909868,4
119,907970,40
119,902202.6,1.0
119,905080,8
119,904065.8,1.9
119,910094,16
119,911784,13
119,920677,11
119,926040,320
119,938200#,320#
119,946610#,540#
120,966140#,540#
120,952100#,430#
120,939610,670
120,928950,4
120,920125,13
120,912963.7,2.1
120,907853,29
120,904243.5,1.1
120,903811.4,2.7
120,904945,28
120,907411,5
120,911453,11
120,917227,15
120,924050,150
120,933240#,320#
120,943440#,430#
120,955390#,540#
121,971760#,320#
121,955150#,540#
121,944310#,320#
121,930632,21
121,923660,40
121,913459.1,2.5
121,910280,50
121,903445.5,2.6
121,905169.3,2.7
121,903044.7,1.5
121,907590,6
121,908368,12
121,916110,40
121,919900,30
121,930710#,320#
121,937870#,430#
121,951930#,540#
122,960760#,540#
122,947190#,430#
122,935130,850
122,925320,40
122,916892.5,2.9
122,910435,21
122,905727.1,2.7
122,904215.3,1.5
122,904271.0,1.5
122,905590,4
122,908482,10
122,912996,13
122,918781,13
122,926300#,210#
122,935280#,320#
122,946080#,430#
123,963940#,640#
123,952000#,430#
123,937310#,320#
123,928900,270
123,917659.8,2.8
123,913180,30
123,905279.6,1.4
123,905937.1,1.5
123,902818.3,1.5
123,906210.3,2.5
123,905885.2,1.5
123,912247,10
123,915094,13
123,924570,60
123,930310#,320#
123,942940#,430#
123,951870#,540#
124,969540#,320#
124,955090#,540#
124,942070#,430#
124,930740,470
124,921258,3
124,913673.8,1.9
124,907789.4,1.4
124,905254.3,2.7
124,904431.2,1.5
124,904630.6,1.5
124,906387.6,1.5
124,909726,8
124,914472,12
124,920816,28
124,928440#,210#
124,937660#,320#
124,948400#,430#
125,960060#,540#
125,944400#,430#
125,934810#,220#
125,922430.3,2.5
125,916468,5
125,907659,11
125,907250,30
125,903312.1,1.5
125,905624,4
125,904297.422,0.006
125,909446,11
125,911250,13
125,919510,100
125,923970,30
125,935240#,210#
125,942690#,320#
125,957330#,540#
126,963790#,640#
126,949310#,540#
126,937040#,220#
126,926203,7
126,917466,11
126,910392,10
126,906926,5
126,905227.0,1.5
126,904473,4
126,905184,4
126,907418,6
126,911091,12
126,916375,28
126,922730,30
126,930710#,210#
126,939980#,320#
126,951360#,430#
127,970650#,320#
127,952350#,540#
